study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB2743	ERP000991	SAMEA1322864	ERS070246	ERX030898	ERR053850	1109113	Heliconius timareta ssp. JD-2011	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053850/ERR053850_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053850/ERR053850_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053850/ERR053850_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053850/ERR053850_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-231_101101_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-231_101101_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-231_101101_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-231_101101_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322872	ERS070247	ERX030899	ERR053851	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053851/ERR053851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053851/ERR053851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053851/ERR053851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053851/ERR053851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_100927_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_100927_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322872	ERS070247	ERX030900	ERR053852	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053852/ERR053852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053852/ERR053852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053852/ERR053852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053852/ERR053852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_lib2_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_lib2_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_lib2_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_lib2_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322872	ERS070247	ERX030901	ERR053853	1109113	Heliconius timareta ssp. JD-2011	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053853/ERR053853_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053853/ERR053853_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053853/ERR053853_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053853/ERR053853_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_101101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_101101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_101101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-232_101101_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322880	ERS070245	ERX030902	ERR053854	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053854/ERR053854_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053854/ERR053854_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053854/ERR053854_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053854/ERR053854_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110408_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322880	ERS070245	ERX030903	ERR053855	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053855/ERR053855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053855/ERR053855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053855/ERR053855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053855/ERR053855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-88_110614_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322948	ERS070248	ERX030904	ERR053856	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053856/ERR053856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053856/ERR053856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053856/ERR053856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053856/ERR053856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322948	ERS070248	ERX030905	ERR053857	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053857/ERR053857_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053857/ERR053857_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053857/ERR053857_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053857/ERR053857_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-233_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322919	ERS070249	ERX030906	ERR053858	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053858/ERR053858_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053858/ERR053858_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053858/ERR053858_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053858/ERR053858_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322919	ERS070249	ERX030907	ERR053859	1109113	Heliconius timareta ssp. JD-2011	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053859/ERR053859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053859/ERR053859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053859/ERR053859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053859/ERR053859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Peru_09-234_110614_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322911	ERS070250	ERX030908	ERR053860	573617	Heliconius timareta timareta	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053860/ERR053860_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053860/ERR053860_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053860/ERR053860_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053860/ERR053860_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322911	ERS070250	ERX030909	ERR053861	573617	Heliconius timareta timareta	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053861/ERR053861_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053861/ERR053861_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053861/ERR053861_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053861/ERR053861_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_lib2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_lib2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_lib2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_lib2_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322911	ERS070250	ERX030910	ERR053862	573617	Heliconius timareta timareta	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053862/ERR053862_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053862/ERR053862_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053862/ERR053862_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053862/ERR053862_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_101101_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_101101_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_101101_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9179_101101_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322935	ERS070251	ERX030911	ERR053863	573617	Heliconius timareta timareta	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053863/ERR053863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053863/ERR053863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053863/ERR053863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053863/ERR053863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322935	ERS070251	ERX030912	ERR053864	573617	Heliconius timareta timareta	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053864/ERR053864_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053864/ERR053864_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053864/ERR053864_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053864/ERR053864_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_lib2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_lib2_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_lib2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_lib2_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322935	ERS070251	ERX030913	ERR053865	573617	Heliconius timareta timareta	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053865/ERR053865_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053865/ERR053865_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053865/ERR053865_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053865/ERR053865_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_101101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_101101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_101101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Timareta-Ecuador_9180_101101_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322946	ERS070252	ERX030914	ERR053866	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053866/ERR053866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053866/ERR053866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053866/ERR053866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053866/ERR053866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110408_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322946	ERS070252	ERX030915	ERR053867	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053867/ERR053867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053867/ERR053867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053867/ERR053867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053867/ERR053867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-98_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322863	ERS070253	ERX030916	ERR053868	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053868/ERR053868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053868/ERR053868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053868/ERR053868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053868/ERR053868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110408_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322863	ERS070253	ERX030917	ERR053869	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053869/ERR053869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053869/ERR053869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053869/ERR053869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053869/ERR053869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-103_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322884	ERS070254	ERX030918	ERR053870	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053870/ERR053870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053870/ERR053870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053870/ERR053870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053870/ERR053870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110408_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322884	ERS070254	ERX030919	ERR053871	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053871/ERR053871_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053871/ERR053871_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053871/ERR053871_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053871/ERR053871_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-271_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322923	ERS070255	ERX030920	ERR053872	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053872/ERR053872_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053872/ERR053872_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053872/ERR053872_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053872/ERR053872_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322923	ERS070255	ERX030921	ERR053873	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053873/ERR053873_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053873/ERR053873_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053873/ERR053873_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053873/ERR053873_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110314_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322923	ERS070255	ERX030922	ERR053874	1109109	Heliconius hecale felix	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053874/ERR053874_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053874/ERR053874_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053874/ERR053874_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053874/ERR053874_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110704_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-310_110704_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322942	ERS070256	ERX030923	ERR053875	1109109	Heliconius hecale felix	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053875/ERR053875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053875/ERR053875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053875/ERR053875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053875/ERR053875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Hecale_09-341_100927_2.fastq.gz		
